,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,21VIANET GROUP INC,SPONSORED ADR,90138A103,43699,2129600,SH,SOLE,2129600,0,0,2015-06-30,2015Q2,"Hillhouse Capital Management, Ltd.",0001510589
1,58 COM INC,SPON ADR REP A,31680Q104,10418,162634,SH,SOLE,162634,0,0,2015-06-30,2015Q2,"Hillhouse Capital Management, Ltd.",0001510589
2,BAOZUN INC,SPONSORED ADR,06684L103,5385,500000,SH,SOLE,500000,0,0,2015-06-30,2015Q2,"Hillhouse Capital Management, Ltd.",0001510589
3,BONA FILM GROUP LTD,SPONSORED ADS,09777B107,6100,500000,SH,SOLE,500000,0,0,2015-06-30,2015Q2,"Hillhouse Capital Management, Ltd.",0001510589
4,CAMECO CORP,COM,13321L108,14647,1025700,SH,SOLE,1025700,0,0,2015-06-30,2015Q2,"Hillhouse Capital Management, Ltd.",0001510589
5,CHEETAH MOBILE INC,ADR,163075104,9365,326186,SH,SOLE,326186,0,0,2015-06-30,2015Q2,"Hillhouse Capital Management, Ltd.",0001510589
6,CHINA LODGING GROUP LTD,SPONSORED ADR,16949N109,5369,219878,SH,SOLE,219878,0,0,2015-06-30,2015Q2,"Hillhouse Capital Management, Ltd.",0001510589
7,CTRIP COM INTL LTD,AMERICAN DEP SHS,22943F100,309334,4259631,SH,SOLE,4259631,0,0,2015-06-30,2015Q2,"Hillhouse Capital Management, Ltd.",0001510589
8,E-COMMERCE CHINA DANGDANG IN,SPN ADS COM A,26833A105,9779,1087724,SH,SOLE,1087724,0,0,2015-06-30,2015Q2,"Hillhouse Capital Management, Ltd.",0001510589
9,JD COM INC,SPON ADR CL A,47215P106,4874521,142947816,SH,SOLE,142947816,0,0,2015-06-30,2015Q2,"Hillhouse Capital Management, Ltd.",0001510589
10,LENDINGCLUB CORP,COM,52603A109,1475,100000,SH,SOLE,100000,0,0,2015-06-30,2015Q2,"Hillhouse Capital Management, Ltd.",0001510589
11,LINKEDIN CORP,COM CL A,53578A108,5760,27877,SH,SOLE,27877,0,0,2015-06-30,2015Q2,"Hillhouse Capital Management, Ltd.",0001510589
12,MAKEMYTRIP LIMITED MAURITIUS,SHS,V5633W109,13029,662045,SH,SOLE,662045,0,0,2015-06-30,2015Q2,"Hillhouse Capital Management, Ltd.",0001510589
13,MINDRAY MEDICAL INTL LTD,SPON ADR,602675100,32150,1128071,SH,SOLE,1128071,0,0,2015-06-30,2015Q2,"Hillhouse Capital Management, Ltd.",0001510589
14,MOBILEIRON INC,COM NEW,60739U204,6551,1108490,SH,SOLE,1108490,0,0,2015-06-30,2015Q2,"Hillhouse Capital Management, Ltd.",0001510589
15,MOMO INC,ADR,60879B107,78629,4883784,SH,SOLE,4883784,0,0,2015-06-30,2015Q2,"Hillhouse Capital Management, Ltd.",0001510589
16,MONDELEZ INTL INC,CL A,609207105,382664,9301496,SH,SOLE,9301496,0,0,2015-06-30,2015Q2,"Hillhouse Capital Management, Ltd.",0001510589
17,NETEASE INC,SPONSORED ADR,64110W102,4710,32510,SH,SOLE,32510,0,0,2015-06-30,2015Q2,"Hillhouse Capital Management, Ltd.",0001510589
