,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ALASKA AIR GROUP INC,Com,011659109,37153,714473,SH,SOLE,714473,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
1,AMAZON.COM INC,Com,023135106,555,2000,SH,SOLE,2000,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
2,AVIS BUDGET GROUP,Com,053774105,40192,1397966,SH,SOLE,1397966,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
3,BOYD GAMING CORP,Com,103304101,2260,200000,SH,SOLE,200000,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
4,CALLIDUS SOFTWARE INC,Com,13123E500,797,120947,SH,SOLE,120947,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
5,CHURCHILL DOWNS INC,Com,171484108,1049,13301,SH,SOLE,13301,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
6,CTRIP COM INTERNATIONAL LTD,Sponsored ADR,22943F100,40605,1244400,SH,SOLE,1244400,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
7,DELTA AIR LINES INC DEL,Com New,247361702,99762,5332006,SH,SOLE,5332006,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
8,DEMANDWARE INC,Com,24802Y105,2171,51200,SH,SOLE,51200,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
9,ELONG INC,Sponsored ADR,290138205,1113,80915,SH,SOLE,80915,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
10,F5 NETWORKS INC,Com,315616102,344,5000,SH,SOLE,5000,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
11,FACEBOOK INC,Cl A,30303M102,28153,1132445,SH,SOLE,1132445,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
12,FINISAR CORP,Com New,31787A507,2548,150300,SH,SOLE,150300,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
13,GOOGLE INC,Cl A,38259P508,880,1000,SH,SOLE,1000,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
14,HAWAIIAN HOLDINGS INC,Com,419870100,805,131827,SH,SOLE,131827,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
15,HERTZ GLOBAL HOLDINGS INC,Com,42805T105,18267,736592,SH,SOLE,736592,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
16,INTERXION HOLDING N.V,SHS,N47279109,1307,50000,SH,SOLE,50000,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
17,MICROS SYS INC,Com,594901100,2158,50000,SH,SOLE,50000,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
18,NQ MOBILE INC,ADR Repstg Class A,64118U108,3688,456496,SH,SOLE,456496,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
19,ORBITZ WORLDWIDE INC,Com,68557K109,891,111000,SH,SOLE,111000,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
20,PRICELINE COM INC,Com,741503403,124648,150700,SH,SOLE,150700,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
21,QUALCOMM INC,Com,747525103,1527,25000,SH,SOLE,25000,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
22,REALPAGE INC,Com,75606N109,2568,140000,SH,SOLE,140000,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
23,RED HAT INC,Com,756577102,4158,86952,SH,SOLE,86952,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
24,ROYAL CARIBBEAN CRUISES LTD,Com,V7780T103,62883,1886110,SH,SOLE,1886110,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
25,SPIRIT AIRLS INC,Com,848577102,3177,100000,SH,SOLE,100000,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
26,TANGOE INC,Com,87582Y108,2146,139106,SH,SOLE,139106,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
27,UNITED CONTL HLDGS INC,Com,910047109,68686,2195145,SH,SOLE,2195145,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
28,US AIRWAYS GROUP INC,Com,90341W108,3500,213148,SH,SOLE,213148,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
29,YANDEX NV,SHS Class A,N97284108,1658,60000,SH,SOLE,60000,0,0,2013-06-30,2013Q2,"Altimeter Capital Management, LLC",0001541617
