,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,AIRMEDIA GROUP INC,SPONSORED ADR,009411109,307,150460,SH,SOLE,150460,0,0,2013-12-31,2013Q4,"Hillhouse Capital Management, Ltd.",0001510589
1,AUTOHOME INC,SP ADR RP CL A,05278C107,3659,100000,SH,SOLE,100000,0,0,2013-12-31,2013Q4,"Hillhouse Capital Management, Ltd.",0001510589
2,BAIDU INC,SPON ADR REP A,056752108,27545,154850,SH,SOLE,154850,0,0,2013-12-31,2013Q4,"Hillhouse Capital Management, Ltd.",0001510589
3,BITAUTO HLDGS LTD,SPONSORED ADS,091727107,2115,66183,SH,SOLE,66183,0,0,2013-12-31,2013Q4,"Hillhouse Capital Management, Ltd.",0001510589
4,BONA FILM GROUP LTD,SPONSORED ADS,09777B107,2870,500000,SH,SOLE,500000,0,0,2013-12-31,2013Q4,"Hillhouse Capital Management, Ltd.",0001510589
5,CHANGYOU COM LTD,ADS REP CL A,15911M107,14669,457700,SH,SOLE,457700,0,0,2013-12-31,2013Q4,"Hillhouse Capital Management, Ltd.",0001510589
6,CHINA LODGING GROUP LTD,SPONSORED ADR,16949N109,6697,219878,SH,SOLE,219878,0,0,2013-12-31,2013Q4,"Hillhouse Capital Management, Ltd.",0001510589
7,CHINA MING YANG WIND PWR GRO,SPONSORED ADR,16951C108,7726,3153414,SH,SOLE,3153414,0,0,2013-12-31,2013Q4,"Hillhouse Capital Management, Ltd.",0001510589
8,CTRIP COM INTL LTD,AMERICAN DEP SHS,22943F100,186331,3755166,SH,SOLE,3755166,0,0,2013-12-31,2013Q4,"Hillhouse Capital Management, Ltd.",0001510589
9,JIAYUAN COM INTL LTD,SPONSORED ADR,477374102,156,25935,SH,SOLE,25935,0,0,2013-12-31,2013Q4,"Hillhouse Capital Management, Ltd.",0001510589
10,MONDELEZ INTL INC,CL A,609207105,358425,10153696,SH,SOLE,10153696,0,0,2013-12-31,2013Q4,"Hillhouse Capital Management, Ltd.",0001510589
11,QUNAR CAYMAN IS LTD,SPNS ADR CL B,74906P104,15918,600000,SH,SOLE,600000,0,0,2013-12-31,2013Q4,"Hillhouse Capital Management, Ltd.",0001510589
12,PACTERA TECHNOLOGY INTL LTD,SPONSORED ADR,695255109,29107,4070948,SH,SOLE,4070948,0,0,2013-12-31,2013Q4,"Hillhouse Capital Management, Ltd.",0001510589
13,MELCO CROWN ENTMT LTD,ADR,585464100,51952,1324635,SH,SOLE,1324635,0,0,2013-12-31,2013Q4,"Hillhouse Capital Management, Ltd.",0001510589
14,SUNGY MOBILE LTD,ADR REP ORD A,86737M100,12333,603665,SH,SOLE,603665,0,0,2013-12-31,2013Q4,"Hillhouse Capital Management, Ltd.",0001510589
15,SOHU COM INC,COM,83408W103,120388,1650727,SH,SOLE,1650727,0,0,2013-12-31,2013Q4,"Hillhouse Capital Management, Ltd.",0001510589
16,WHITEWAVE FOODS CO,COM CL A,966244105,11705,510244,SH,SOLE,510244,0,0,2013-12-31,2013Q4,"Hillhouse Capital Management, Ltd.",0001510589
17,YAHOO INC,COM,984332106,46859,1158732,SH,SOLE,1158732,0,0,2013-12-31,2013Q4,"Hillhouse Capital Management, Ltd.",0001510589
18,YOUKU TUDOU INC,SPONSORED ADR,98742U100,13352,440654,SH,SOLE,440654,0,0,2013-12-31,2013Q4,"Hillhouse Capital Management, Ltd.",0001510589
