,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,743817,4052616,SH,SOLE,4052616,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
1,ALLERGAN PLC,SHS,G0177J108,622673,3700000,SH,SOLE,3700000,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
2,ALLSTATE CORP,COM,020002101,50039,527833,SH,SOLE,527833,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
3,ALLY FINL INC,COM,02005N100,215792,7948145,SH,SOLE,7948145,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
4,ALPHABET INC,CAP STK CL C,02079K107,418749,405847,SH,SOLE,405847,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
5,ALPS ETF TR,ALERIAN MLP,00162Q866,47489,5068188,SH,SOLE,5068188,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
6,ALTABA INC,COM,021346101,593875,8021000,SH,SOLE,8021000,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
7,APPLIED MATLS INC,COM,038222105,87308,1570000,SH,SOLE,1570000,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
8,ATLANTICA YIELD PLC,SHS,G0751N103,75031,3832000,SH,SOLE,3832000,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
9,BANK AMER CORP,COM,060505104,328856,10965513,SH,SOLE,10965513,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
10,BOSTON SCIENTIFIC CORP,COM,101137107,106841,3910738,SH,SOLE,3910738,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
11,BOYD GAMING CORP,COM,103304101,43167,1354896,SH,SOLE,1354896,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
12,CAESARS ENTMT CORP,COM,127686103,142376,12655674,SH,SOLE,12655674,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
13,CAESARS ENTMT CORP,NOTE  5.000%10/0,127686AA1,86836,48992834,PRN,SOLE,48992834,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
14,CENTENE CORP DEL,COM,15135B101,130779,1223717,SH,SOLE,1223717,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
15,CHENIERE ENERGY INC,COM NEW,16411R208,49160,919741,SH,SOLE,919741,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
16,DOLLAR GEN CORP NEW,COM,256677105,113642,1214776,SH,SOLE,1214776,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
17,ENERGY TRANSFER EQUITY L P,COM UT LTD PTN,29273V100,89403,6291534,SH,SOLE,6291534,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
18,ENERGY TRANSFER PARTNERS LP,UNIT LTD PRT INT,29278N103,108476,6687818,SH,SOLE,6687818,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
19,FACEBOOK INC,CL A,30303M102,992296,6210000,SH,SOLE,6210000,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
20,HCA HEALTHCARE INC,COM,40412C101,27440,282884,SH,SOLE,282884,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
21,HUNTSMAN CORP,COM,447011107,109296,3736630,SH,SOLE,3736630,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
22,KENNAMETAL INC,COM,489170100,75802,1887507,SH,SOLE,1887507,0,0,2018-03-31,2018Q1,APPALOOSA LP,0001656456
