,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,10X Genomics Inc Class A,CL A COM,88025U109,110099,608282,SH,DFND,608282,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
1,10X Genomics Inc Class A,CL A COM,88025U109,48822,269735,SH,DFND,155934,0,113801,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
2,10X Genomics Inc Class A,CL A COM,88025U109,82391,455201,SH,DFND,353315,0,101886,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
3,10X Genomics Inc Class A,CL A COM,88025U109,11386,62908,SH,SOLE,62908,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
4,1Life Healthcare,COM,68269G107,17,445,SH,DFND,445,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
5,2U,COM,90214J101,10,273,SH,DFND,273,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
6,8x8 Inc,COM,282914100,86,2657,SH,DFND,2657,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
7,ACM Research,COM,00108J109,18,220,SH,DFND,220,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
8,AJ Gallagher & Co,COM,363576109,136400,1093208,SH,DFND,1093208,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
9,AJ Gallagher & Co,COM,363576109,460824,3693384,SH,DFND,3455796,0,237588,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
10,AJ Gallagher & Co,COM,363576109,90522,725509,SH,DFND,332870,0,392639,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
11,AJ Gallagher & Co,COM,363576109,300326,2407039,SH,SOLE,2033541,0,373498,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
12,Abcellera Biologics Inc,COM,00288U106,19403,571362,SH,DFND,571362,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
13,Abcellera Biologics Inc,COM,00288U106,5390,158715,SH,DFND,45167,0,113548,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
14,Abcellera Biologics Inc,COM,00288U106,12344,363483,SH,DFND,263318,0,100165,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
15,Abcellera Biologics Inc,COM,00288U106,2098,61793,SH,SOLE,61793,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
16,Abiomed,COM,003654100,334931,1050830,SH,DFND,1050830,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
17,Abiomed,COM,003654100,478586,1501541,SH,DFND,1379405,0,122136,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
18,Abiomed,COM,003654100,108783,341302,SH,DFND,228232,0,113070,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
19,Abiomed,COM,003654100,174873,548655,SH,SOLE,484705,0,63950,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
20,Acadia Pharmaceuticals Inc,COM,004225108,14,544,SH,DFND,544,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
21,Accelerate Diagnostics,COM,00430H102,3,418,SH,DFND,418,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
22,Accenture 'A',COM,G1151C101,13,48,SH,DFND,48,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
23,Acutus Medical,COM,005111109,6,424,SH,DFND,424,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
24,Adaptimmune Therapeutics ADR,SPONDS ADR,00653A107,27436,5166864,SH,DFND,5166864,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
25,Adaptimmune Therapeutics ADR,SPONDS ADR,00653A107,14135,2662011,SH,DFND,889742,0,1772269,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
26,Adaptimmune Therapeutics ADR,SPONDS ADR,00653A107,6390,1203480,SH,DFND,1203480,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
27,Adaptimmune Therapeutics ADR,SPONDS ADR,00653A107,12931,2435162,SH,SOLE,2435162,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
28,Adicet Bio Inc,COM,007002108,1222,93449,SH,DFND,93449,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
29,Adicet Bio Inc,COM,007002108,1153,88177,SH,SOLE,88177,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
30,Advanced Micro Devices Inc,COM,007903107,43,546,SH,DFND,546,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
31,Aerovironment,COM,008073108,40681,350517,SH,DFND,350517,0,0,2021-03-31,2021Q1,BAILLIE GIFFORD & CO,0001088875
