,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ALASKA AIR GROUP INC,Com,011659109,63120,664073,SH,SOLE,664073,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
1,AMAZON COM INC,Com,023135106,5002,15400,SH,SOLE,15400,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
2,AMERICAN AIRLS GROUP INC,Com,02376R102,32355,753148,SH,SOLE,753148,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
3,ARUBA NETWORKS INC,Com,043176106,2456,140199,SH,SOLE,140199,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
4,AVIS BUDGET GROUP,Com,053774105,111533,1868543,SH,SOLE,1868543,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
5,BOYD GAMING CORP,Com,103304101,2426,200000,SH,SOLE,200000,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
6,CHURCHILL DOWNS INC,Com,171484108,1199,13301,SH,SOLE,13301,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
7,CONCUR TECHNOLOGIES INC,Com,206708109,12661,135640,SH,SOLE,135640,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
8,COPA HOLDINGS SA,Class A,P31076105,33155,232555,SH,SOLE,232555,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
9,CTRIP COM INTL LTD,America Dep Shs,22943F100,56756,886258,SH,SOLE,886258,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
10,DELTA AIR LINES INC DEL,Com New,247361702,29561,763455,SH,SOLE,763455,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
11,DEMANDWARE INC,Com,24802Y105,5829,84025,SH,SOLE,84025,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
12,ELONG INC,Sponsored ADR,290138205,1775,80915,SH,SOLE,80915,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
13,EXPEDIA INC DEL,Com New,30212P303,113450,1440447,SH,SOLE,1440447,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
14,FACEBOOK INC,Class A,30303M102,53499,795045,SH,SOLE,795045,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
15,FINISAR CORP,Com New,31787A507,3363,170300,SH,SOLE,170300,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
16,GIGAMON INC,Com,37518B102,2584,135000,SH,SOLE,135000,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
17,GROUPON INC,Call,399473107,1552,16000,SH,SOLE,16000,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
18,GROUPON INC,Com Cl A,399473107,41375,6250000,SH,SOLE,6250000,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
19,HAWAIIAN HOLDINGS INC,Com,419879101,24542,1790112,SH,SOLE,1790112,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
20,HERTZ GLOBAL HOLDINGS INC,Com,42805T105,79510,2836592,SH,SOLE,2836592,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
21,MARKETO INC,Com,57063L107,5049,173640,SH,SOLE,173640,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
22,NEONODE INC,Com New,64051M402,653,208632,SH,SOLE,208632,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
23,NQ MOBILE INC,Call,64118U108,10,2000,SH,SOLE,2000,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
24,NQ MOBILE INC,ADR Repstg Class A,64118U108,32708,5327034,SH,SOLE,5327034,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
25,ORBITZ WORLDWIDE INC,Com,68557K109,988,111000,SH,SOLE,111000,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
26,PRICELINE GRP INC,Com New,741503403,90237,75010,SH,SOLE,75010,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
27,RED HAT INC,Com,756577102,5082,91952,SH,SOLE,91952,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
28,ROYAL CARIBBEAN CRUISES LTD,Com,V7780T103,104868,1886110,SH,SOLE,1886110,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
29,SPIRIT AIRLS INC,Com Cl A,848577102,6324,100000,SH,SOLE,100000,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
30,TANGOE INC,Com,87582Y108,2095,139106,SH,SOLE,139106,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
31,UNITED CONTL HOLDINGS INC,Com,910047109,104715,2549680,SH,SOLE,2549680,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
32,WORKDAY INC,Cl A,98138H101,3055,34000,SH,SOLE,34000,0,0,2014-06-30,2014Q2,"Altimeter Capital Management, LP",0001541617
