,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ALASKA AIR GROUP INC,Com,011659109,44740,714473,SH,SOLE,714473,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
1,ALLOT COMMUNICATIONS LTD,SHS,M0854Q105,881,69722,SH,SOLE,69722,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
2,AMAZON COM INC,Com,023135106,625,2000,SH,SOLE,2000,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
3,ANGIES LIST INC,Put,034754101,507,1000,SH,SOLE,1000,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
4,ARUBA NETWORKS INC,Com,043176106,1335,80199,SH,SOLE,80199,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
5,AVIS BUDGET GROUP,Com,053774105,45159,1566393,SH,SOLE,1566393,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
6,BOYD GAMING CORP,Com,103304101,2830,200000,SH,SOLE,200000,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
7,CALLIDUS SOFTWARE INC,Com,13123E500,1109,120947,SH,SOLE,120947,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
8,CHURCHILL DOWNS INC,Com,171484108,1151,13301,SH,SOLE,13301,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
9,CTRIP COM INTL LTD,American Dep Shs,22943F100,72710,1244400,SH,SOLE,1244400,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
10,DELTA AIR LINES INC DEL,Com New,247361702,128141,5432006,SH,SOLE,5432006,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
11,DEMANDWARE INC,Com,24802Y105,1019,22000,SH,SOLE,22000,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
12,ELONG INC,Sponsored ADR,290138205,1422,80915,SH,SOLE,80915,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
13,F5 NETWORKS INC,Com,315616102,429,5000,SH,SOLE,5000,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
14,FACEBOOK INC,Cl A,30303M102,56894,1132445,SH,SOLE,1132445,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
15,FINISAR CORP,Com New,31787A507,3854,170300,SH,SOLE,170300,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
16,GROUPON INC,Com Cl A,399473107,10089,900000,SH,SOLE,900000,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
17,HAWAIIAN HOLDINGS INC,Com,419879101,2158,290112,SH,SOLE,290112,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
18,HAWAIIAN HOLDINGS INC,Call,419879101,1075,10000,SH,SOLE,10000,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
19,HERTZ GLOBAL HOLDINGS INC,Com,42805T105,20755,936592,SH,SOLE,936592,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
20,INTERXION HOLDING N.V,SHS,N47279109,1112,50000,SH,SOLE,50000,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
21,MICROS SYS INC,Com,594901100,759,15198,SH,SOLE,15198,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
22,NEONODE INC,Com New,64051M402,1339,208632,SH,SOLE,208632,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
23,NQ MOBILE INC,ADR Repstg Cl A,64118U108,9947,456496,SH,SOLE,456496,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
24,ORBITZ WORLDWIDE INC,Com,68557K109,1069,111000,SH,SOLE,111000,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
25,PRICELINE COM INC,Com New,741503403,152350,150700,SH,SOLE,150700,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
26,QUALCOMM INC,Com,747525103,1684,25000,SH,SOLE,25000,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
27,REALPAGE INC,Com,75606N109,3242,140000,SH,SOLE,140000,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
28,RED HAT INC,Com,756577102,4012,86952,SH,SOLE,86952,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
29,ROYAL CARIBBEAN CRUISES LTD,Com,V7780T103,72200,1886110,SH,SOLE,1886110,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
30,SPIRIT AIRLS INC,Com,848577102,3427,100000,SH,SOLE,100000,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
31,TANGOE INC,Com,87582Y108,3319,139106,SH,SOLE,139106,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
32,UNITED CONTINENTAL HOLDINGS,Com,910047109,88928,2895745,SH,SOLE,2895745,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
33,US AIRWAYS GROUP INC,Com,90341W108,14280,753148,SH,SOLE,753148,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
34,YANDEX NV,SHS Class A,N97284108,2185,60000,SH,SOLE,60000,0,0,2013-09-30,2013Q3,"Altimeter Capital Management, LLC",0001541617
